score,date,album,artist,reviewer,url
5.0,July 24 2003,What the Day Was Dreaming,Maquiladora,Joe Tangari,https://pitchfork.com/reviews/albums/5100-what-the-day-was-dreaming/
8.4,July 28 2003,Insound Tour Support EP,"The Jim Yoshii Pile-Up,Xiu Xiu",Matt LeMay,https://pitchfork.com/reviews/albums/8822-insound-tour-support-ep/
7.9,July 23 2003,Bilious Paths,µ-Ziq,Dominique Leone,https://pitchfork.com/reviews/albums/8326-bilious-paths/
5.8,July 22 2003,Strays,Jane's Addiction,Chris Dahlen,https://pitchfork.com/reviews/albums/4203-strays/
7.3,July 22 2003,Back to the Front,The Magic Band,Andy Beta,https://pitchfork.com/reviews/albums/5032-back-to-the-front/
5.8,July 23 2003,Killball,Friends Forever,Brandon Stosuy,https://pitchfork.com/reviews/albums/3264-killball/
6.8,July 23 2003,You Are Dignified EP,Silkworm,William Bowers,https://pitchfork.com/reviews/albums/7156-you-are-dignified-ep/
2.0,July 22 2003,I Know You Know,Guther,Mark Martelli,https://pitchfork.com/reviews/albums/3611-i-know-you-know/
8.3,July 23 2003,From Tokyo to Naiagara,Tujiko Noriko,Nitsuh Abebe,https://pitchfork.com/reviews/albums/5835-from-tokyo-to-naiagara/
3.6,July 23 2003,La Musica Negra,Verbena,David Raposa,https://pitchfork.com/reviews/albums/8446-la-musica-negra/
6.8,July 22 2003,Wrapped Islands,"Fennesz,Polwechsel",Mark Richardson,https://pitchfork.com/reviews/albums/6392-wrapped-islands/
7.8,July 21 2003,Duos for Doris,Keith Rowe,Andy Beta,https://pitchfork.com/reviews/albums/6848-duos-for-doris/
4.9,July 21 2003,Fuzzy Warbles Volumes 3 & 4,Andy Partridge,Dominique Leone,https://pitchfork.com/reviews/albums/6182-fuzzy-warbles-volumes-3-4/
7.8,July 21 2003,Olden,Sixteen Horsepower,Joe Tangari,https://pitchfork.com/reviews/albums/7210-olden/
7.9,July 21 2003,Dengue Fever,Dengue Fever,Andrew Bryant,https://pitchfork.com/reviews/albums/2505-dengue-fever/
6.9,July 21 2003,So Much for the City,The Thrills,Amanda Petrusich,https://pitchfork.com/reviews/albums/8037-so-much-for-the-city/
3.9,July 20 2003,39 Minutes of Bliss (In An Otherwise Meaningless World),Caesars,Amanda Petrusich,https://pitchfork.com/reviews/albums/1713-39-minutes-of-bliss-in-an-otherwise-meaningless-world/
8.3,July 20 2003,Ripple,Fonica,Mark Richardson,https://pitchfork.com/reviews/albums/3262-ripple/
6.9,July 20 2003,Songs for Psychotic Children,The Vanishing,Brandon Stosuy,https://pitchfork.com/reviews/albums/8509-songs-for-psychotic-children/
7.3,July 18 2003,Orchestral Manoeuvres in the Dark,"Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres in the Dark",Scott Plagenhoef,https://pitchfork.com/reviews/albums/11793-orchestral-manoeuvres-in-the-darkorganisationarchitecture-morality/
6.5,July 20 2003,Rooney,Rooney,David Raposa,https://pitchfork.com/reviews/albums/6830-rooney/
6.3,July 20 2003,Whats Come Inside of You,Freescha,Scott Plagenhoef,https://pitchfork.com/reviews/albums/3263-whats-come-inside-of-you/
0.8,July 17 2003,Dying in Stereo,Northern State,Michael Idov,https://pitchfork.com/reviews/albums/5841-dying-in-stereo/
8.6,July 17 2003,Methodology '74/'78: Attic Tapes,,David Raposa,https://pitchfork.com/reviews/albums/1211-methodology-7478-attic-tapes/
7.3,July 17 2003,After the Last,The Red Thread,Chris Dahlen,https://pitchfork.com/reviews/albums/6729-after-the-last/
7.0,July 17 2003,Children of God,Swans,Brandon Stosuy,https://pitchfork.com/reviews/albums/7646-children-of-god/
7.9,July 15 2003,Noyes EP,Noyes,William Bowers,https://pitchfork.com/reviews/albums/5854-noyes-ep/
8.2,July 16 2003,Clemency,Summer Hymns,Matt LeMay,https://pitchfork.com/reviews/albums/7564-clemency/
6.8,July 16 2003,Pin EP,Yeah Yeah Yeahs,Eric Carr,https://pitchfork.com/reviews/albums/8886-pin-ep/
3.3,July 16 2003,Welcome To The Monkey House,The Dandy Warhols,Andrew Bryant,https://pitchfork.com/reviews/albums/2162-welcome-to-the-monkey-house/
7.0,July 16 2003,II,Pharaoh Overlord,Dominique Leone,https://pitchfork.com/reviews/albums/6260-ii/
8.0,July 16 2003,From Death To Passwords Where You're A Paper Aeroplane,Metamatics,Mark Martelli,https://pitchfork.com/reviews/albums/5251-from-death-to-passwords-where-youre-a-paper-aeroplane/
5.7,July 14 2003,The Man on the Burning Tightrope,Firewater,Michael Idov,https://pitchfork.com/reviews/albums/3069-the-man-on-the-burning-tightrope/
8.4,July 14 2003,New York Noise,,Andy Beta,https://pitchfork.com/reviews/albums/1989-new-york-noise/
7.5,July 15 2003,Welcome Crummy Mystics,Frankie Sparo,Mark Richardson,https://pitchfork.com/reviews/albums/7401-welcome-crummy-mystics/
6.3,July 15 2003,These Are the New Good Times,Pale Horse and Rider,Eric Carr,https://pitchfork.com/reviews/albums/6126-these-are-the-new-good-times/
8.0,July 15 2003,The Mechanical Forces of Love,Medicine,Nitsuh Abebe,https://pitchfork.com/reviews/albums/5202-the-mechanical-forces-of-love/
3.3,July 14 2003,Born Free Forever,Bobby Birdman,Dr. Andy Beta,https://pitchfork.com/reviews/albums/717-born-free-forever/
7.0,July 14 2003,Come Here When You Sleepwalk,Clue to Kalo,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/1520-come-here-when-you-sleepwalk/
6.8,July 10 2003,No Cities Left,The Dears,Nitsuh Abebe,https://pitchfork.com/reviews/albums/2224-no-cities-left/
8.0,July 13 2003,The Blues Is a Minefield,V-Twin,Joe Tangari,https://pitchfork.com/reviews/albums/8388-the-blues-is-a-minefield/
3.7,July 13 2003,Electric Turn to Me,Electric Turn to Me,Dominique Leone,https://pitchfork.com/reviews/albums/2737-electric-turn-to-me/
7.5,July 13 2003,The Ownerz,Gang Starr,Scott Hreha,https://pitchfork.com/reviews/albums/3391-the-ownerz/
5.6,July 10 2003,Cardia,Cardia,Andrew Bryant,https://pitchfork.com/reviews/albums/1302-cardia/
8.6,July 13 2003,Goldcard,Goldcard,Andrew Bryant,https://pitchfork.com/reviews/albums/3500-goldcard/
6.8,July 10 2003,Off-Road,"David Grubbs,Mats Gustafsson",Chris Dahlen,https://pitchfork.com/reviews/albums/3583-off-road/
8.2,July 14 2003,Wired for Sound,Soundmurderer,Scott Plagenhoef,https://pitchfork.com/reviews/albums/7375-wired-for-sound/
8.0,July 9 2003,Arcanum Moderne,"Jim Black,Ellery Eskelin,Andrea Parkins",Dominique Leone,https://pitchfork.com/reviews/albums/2832-arcanum-moderne/
7.5,July 9 2003,A Thousand Songs,Jim Guthrie,Amanda Petrusich,https://pitchfork.com/reviews/albums/3612-a-thousand-songs/
6.9,July 9 2003,Politik Braucht Neinen Feind,Ekkehard Ehlers,Andy Beta,https://pitchfork.com/reviews/albums/2690-politik-braucht-neinen-feind/
7.8,July 10 2003,Sting Sting Sting,Sick Lipstick,David Raposa,https://pitchfork.com/reviews/albums/7705-sting-sting-sting/
7.5,July 8 2003,Holding Patterns EP,+/-,Matt LeMay,https://pitchfork.com/reviews/albums/6355-holding-patterns-ep/
8.3,July 9 2003,Waiting for the Moon,Tindersticks,Joe Tangari,https://pitchfork.com/reviews/albums/8071-waiting-for-the-moon/
8.4,July 7 2003,A Is For Accident,The Dresden Dolls,Michael Idov,https://pitchfork.com/reviews/albums/2451-a-is-for-accident/
7.9,July 8 2003,Promise of Love,American Analog Set,William Bowers,https://pitchfork.com/reviews/albums/156-promise-of-love/
7.4,July 8 2003,Kind Kind,Sack und Blumm,Andy Beta,https://pitchfork.com/reviews/albums/6960-kind-kind/
8.0,July 8 2003,Run to Ruin,Nina Nastasia,Chris Dahlen,https://pitchfork.com/reviews/albums/5712-run-to-ruin/
8.7,July 8 2003,The Violet Hour,The Clientele,Scott Plagenhoef,https://pitchfork.com/reviews/albums/1504-the-violet-hour/
7.5,July 9 2003,Speicher CD 1,Michael Mayer,Scott Plagenhoef,https://pitchfork.com/reviews/albums/5550-speicher-cd-1/
7.2,July 7 2003,When I'm Falling,Terminal 4,Joe Tangari,https://pitchfork.com/reviews/albums/7974-when-im-falling/
9.4,July 6 2003,Boy in Da Corner,Dizzee Rascal,Scott Plagenhoef,https://pitchfork.com/reviews/albums/2345-boy-in-da-corner/
6.2,July 6 2003,Lambent Material,Eluvium,Andrew Bryant,https://pitchfork.com/reviews/albums/2764-lambent-material/
9.0,July 7 2003,Take Me to Your Leader,King Geedorah,Mark Martelli,https://pitchfork.com/reviews/albums/4443-take-me-to-your-leader/
7.1,July 2 2003,Holy Roller Novocaine,Kings of Leon,Amanda Petrusich,https://pitchfork.com/reviews/albums/4559-holy-roller-novocaine/
8.0,July 2 2003,The Present Lover,Luomo,Dominique Leone,https://pitchfork.com/reviews/albums/4928-the-present-lover/
7.7,July 1 2003,A,Cass McCombs,Michael Idov,https://pitchfork.com/reviews/albums/5178-a/
7.9,July 6 2003,Yours Mine & Ours,Pernice Brothers,Amanda Petrusich,https://pitchfork.com/reviews/albums/6237-yours-mine-ours/
7.3,July 1 2003,Dancing Machine: Erase Errata Remix Record EP,Erase Errata,Andy Beta,https://pitchfork.com/reviews/albums/2821-dancing-machine-erase-errata-remix-record-ep/
8.1,July 3 2003,Oaklandazulasylum,WHY?,Chris Dahlen,https://pitchfork.com/reviews/albums/8670-oaklandazulasylum/
4.1,July 2 2003,Missing Dragons EP,A Grape Dope,Andrew Bryant,https://pitchfork.com/reviews/albums/3554-missing-dragons-ep/
7.9,July 2 2003,Shame Fantasy II,Pink and Brown,Brandon Stosuy,https://pitchfork.com/reviews/albums/6524-shame-fantasy-ii/
7.5,July 6 2003,Truly She Is None Other,Holly Golightly,Nitsuh Abebe,https://pitchfork.com/reviews/albums/3510-truly-she-is-none-other/
5.0,July 1 2003,Koroshiya Ichi,Karera Musication,Dominique Leone,https://pitchfork.com/reviews/albums/4389-koroshiya-ichi/
8.3,July 6 2003,Slicer,Wolf Eyes,Brandon Stosuy,https://pitchfork.com/reviews/albums/8728-slicer/
8.0,July 1 2003,"Retrospective, Rarities and Instrumentals",The High Llamas,Mark Richardson,https://pitchfork.com/reviews/albums/3857-retrospective-rarities-and-instrumentals/
7.6,June 30 2003,Get Well Soon,The Starvations,Brandon Stosuy,https://pitchfork.com/reviews/albums/7483-get-well-soon/
6.7,June 30 2003,Young Miss America,Gold Chains,Dominique Leone,https://pitchfork.com/reviews/albums/3496-young-miss-america/
2.9,June 30 2003,Soft Spot,Clem Snide,William Bowers,https://pitchfork.com/reviews/albums/1499-soft-spot/
8.6,June 30 2003,Trickboxes on the Pony Line,Sin Ropas,Amanda Petrusich,https://pitchfork.com/reviews/albums/7176-trickboxes-on-the-pony-line/
7.8,June 29 2003,20: Singles and EPs '94-'96,Gorky's Zygotic Mynci,Scott Plagenhoef,https://pitchfork.com/reviews/albums/3530-20-singles-and-eps-94-96/
7.5,June 30 2003,White1,Sunn O))),Andrew Bryant,https://pitchfork.com/reviews/albums/7577-white1/
8.3,July 1 2003,Singles 80-85,Duran Duran,Rob Mitchum,https://pitchfork.com/reviews/albums/2486-singles-80-85/
4.9,June 29 2003,De-Loused in the Comatorium,The Mars Volta,Brent DiCrescenzo,https://pitchfork.com/reviews/albums/5117-de-loused-in-the-comatorium/
2.7,June 25 2003,A Slow Messe,Molasses,Andrew Bryant,https://pitchfork.com/reviews/albums/5380-a-slow-messe/
5.7,June 29 2003,Lines Are Infinitely Fine,Paradise Island,Brandon Stosuy,https://pitchfork.com/reviews/albums/6163-lines-are-infinitely-fine/
7.0,June 29 2003,One Step More and You Die,Mono,Mark Richardson,https://pitchfork.com/reviews/albums/5403-one-step-more-and-you-die/
8.4,June 23 2003,Absolutes,Sightings,Andrew Bryant,https://pitchfork.com/reviews/albums/7144-absolutes/
7.9,June 24 2003,'...And Farewell to Hightide/Lighthouse in Athens' and 'Elements of Structure/Permanence',Cerberus Shoal,Chris Dahlen,https://pitchfork.com/reviews/albums/1384-and-farewell-to-hightidelighthouse-in-athens-and-elements-of-structurepermanence/
4.7,June 24 2003,Giraffe,Echoboy,Michael Idov,https://pitchfork.com/reviews/albums/2679-giraffe/
0.0,June 24 2003,Liz Phair,Liz Phair,Matt LeMay,https://pitchfork.com/reviews/albums/6255-liz-phair/
4.7,June 25 2003,Deftones,Deftones,Andrew Bryant,https://pitchfork.com/reviews/albums/2260-deftones/
8.1,June 25 2003,"Player, Player",kpt.michi.gan,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/4525-player-player/
8.6,June 25 2003,Heroin,"Ekkehard Ehlers,Stephan Mathieu",Mark Richardson,https://pitchfork.com/reviews/albums/5149-heroin/
5.8,June 25 2003,From Every Sphere,Ed Harcourt,Amanda Petrusich,https://pitchfork.com/reviews/albums/3740-from-every-sphere/
8.3,June 23 2003,Plague Soundscapes,The Locust,Brandon Stosuy,https://pitchfork.com/reviews/albums/4822-plague-soundscapes/
7.6,June 23 2003,L'Avventura,"Dean & Britta,Britta Phillips",Rob Mitchum,https://pitchfork.com/reviews/albums/8584-lavventura/
7.0,June 23 2003,I'm Staying Out,Caitlin Cary,Amanda Petrusich,https://pitchfork.com/reviews/albums/1321-im-staying-out/
7.3,June 23 2003,I Know Your Troubles Been Long,Mayday,Joe Tangari,https://pitchfork.com/reviews/albums/5162-i-know-your-troubles-been-long/
8.5,June 25 2003,Everyone Down Here,Earlimart,Michael Idov,https://pitchfork.com/reviews/albums/2652-everyone-down-here/
7.5,June 19 2003,Passages Through,Landing,Mark Richardson,https://pitchfork.com/reviews/albums/4670-passages-through/
6.5,June 19 2003,Notwist,The Notwist,David Raposa,https://pitchfork.com/reviews/albums/5844-notwist/
10,June 19 2003,The Ascension,Glenn Branca,Andy Beta,https://pitchfork.com/reviews/albums/909-the-ascension/
7.6,June 22 2003,Vigil,"Oren Ambarchi,Martin NG",Andy Beta,https://pitchfork.com/reviews/albums/150-vigil/
7.8,June 19 2003,Rivers & Bridges,Steffen Basho-Junghans,Joe Tangari,https://pitchfork.com/reviews/albums/575-rivers-bridges/
8.6,June 22 2003,"Of Things Too Sorrowful to be Reminded of, and Things Too Beautiful to Possess",Badgerlore,Brandon Stosuy,https://pitchfork.com/reviews/albums/524-of-things-too-sorrowful-to-be-reminded-of-and-things-too-beautiful-to-possess/
7.8,June 22 2003,Shivering King and Others,Dead Meadow,Andrew Bryant,https://pitchfork.com/reviews/albums/2214-shivering-king-and-others/
7.2,June 19 2003,Nu Frequency,Seiichi Yamamoto,Dominique Leone,https://pitchfork.com/reviews/albums/8893-nu-frequency/
7.0,June 23 2003,Take Your Skin Off,Mindflayer,Dominique Leone,https://pitchfork.com/reviews/albums/5543-take-your-skin-off/
6.7,June 22 2003,No More Wig For Ohio,Odd Nosdam,Chris Dahlen,https://pitchfork.com/reviews/albums/6088-no-more-wig-for-ohio/
9.1,June 22 2003,Cedars,Clearlake,Brent DiCrescenzo,https://pitchfork.com/reviews/albums/1495-cedars/
4.5,June 18 2003,Blues Goblins,Blues Goblins,Rob Mitchum,https://pitchfork.com/reviews/albums/824-blues-goblins/
6.8,June 17 2003,Dragyn,Surface of Eceon,Mark Richardson,https://pitchfork.com/reviews/albums/7636-dragyn/
8.6,June 17 2003,Here Comes the Indian,Animal Collective,Andy Beta,https://pitchfork.com/reviews/albums/190-here-comes-the-indian/
7.1,June 18 2003,Happy Songs for Happy People,Mogwai,Eric Carr,https://pitchfork.com/reviews/albums/5367-happy-songs-for-happy-people/
7.8,June 18 2003,Movement,Gossip,Brandon Stosuy,https://pitchfork.com/reviews/albums/3534-movement/
7.4,June 17 2003,Ego War,Audio Bullys,Nitsuh Abebe,https://pitchfork.com/reviews/albums/354-ego-war/
6.1,June 18 2003,Prospect Park,James William Hindle,Michael Idov,https://pitchfork.com/reviews/albums/3872-prospect-park/
2.1,June 16 2003,Oskar Tennis Champion,Momus,Michael Idov,https://pitchfork.com/reviews/albums/5385-oskar-tennis-champion/
8.5,June 17 2003,Enantiodromia,Azita,Julianne Escobedo Shepherd,https://pitchfork.com/reviews/albums/396-enantiodromia/
7.5,June 17 2003,Welcome Interstate Managers,Fountains of Wayne,Mark Martelli,https://pitchfork.com/reviews/albums/3160-welcome-interstate-managers/
7.5,June 17 2003,Cell-Scape,Melt-Banana,Dominique Leone,https://pitchfork.com/reviews/albums/5218-cell-scape/
7.9,June 16 2003,Asleep Many Years in the Wood,The Anomoanon,William Bowers,https://pitchfork.com/reviews/albums/201-asleep-many-years-in-the-wood/
7.7,June 16 2003,Are You Ready for an Organ Solo?,Quintron,Brandon Stosuy,https://pitchfork.com/reviews/albums/6599-are-you-ready-for-an-organ-solo/
7.6,June 15 2003,The Mess We Made,Matt Elliott,Amanda Petrusich,https://pitchfork.com/reviews/albums/2754-the-mess-we-made/
4.4,June 12 2003,City Reading,"Air,Alessandro Baricco",Mark Richardson,https://pitchfork.com/reviews/albums/79-city-reading/
7.9,June 12 2003,"Flying Saucer Tour, Vol. 1","Bill Hicks,Bill Hicks",Isaiah Violante,https://pitchfork.com/reviews/albums/11753-flying-saucer-tour-vol-1-love-laughter-and-truth/
0.8,June 15 2003,St. Anger,Metallica,Brent DiCrescenzo,https://pitchfork.com/reviews/albums/5250-st-anger/
6.7,June 15 2003,Love & Hate,Aceyalone,Andy Beta,https://pitchfork.com/reviews/albums/15-love-hate/
7.0,June 15 2003,Reset the Preset,Console,Rob Mitchum,https://pitchfork.com/reviews/albums/1585-reset-the-preset/
8.8,June 15 2003,"Ghana Soundz: AfroBeat, Funk & Fusion in 70s Ghana",,Joe Tangari,https://pitchfork.com/reviews/albums/2000-ghana-soundz-afrobeat-funk-fusion-in-70s-ghana/
8.0,June 16 2003,Yes New York,,Eric Carr,https://pitchfork.com/reviews/albums/2013-yes-new-york/
6.0,June 12 2003,Pelican Songs,Worms,Andy Beta,https://pitchfork.com/reviews/albums/8739-pelican-songs/
7.6,June 16 2003,Songs for an Unborn Sun,Lazarus,Andrew Bryant,https://pitchfork.com/reviews/albums/4701-songs-for-an-unborn-sun/
7.2,June 12 2003,For Frosty Mornings and Summer Nights,Xela,Mark Martelli,https://pitchfork.com/reviews/albums/8818-for-frosty-mornings-and-summer-nights/
8.6,June 12 2003,Let's Get Ready to Crumble,The Russian Futurists,Nitsuh Abebe,https://pitchfork.com/reviews/albums/6879-lets-get-ready-to-crumble/
8.0,June 11 2003,Your Love Means Everything,Faultline,Amanda Petrusich,https://pitchfork.com/reviews/albums/3014-your-love-means-everything/
7.9,June 10 2003,"In Fine Style: Original Rockers 7"" and 12"" Selection 1973-1979",Augustus Pablo,Andy Beta,https://pitchfork.com/reviews/albums/6124-in-fine-style-original-rockers-7-and-12-selection-1973-1979/
7.6,June 10 2003,They Ate Themselves,The Robot Ate Me,Nicholas B. Sylvester,https://pitchfork.com/reviews/albums/6804-they-ate-themselves/
5.9,June 10 2003,Desengano,Samus,Dominique Leone,https://pitchfork.com/reviews/albums/6994-desengano/
5.9,June 10 2003,A Grown-Ass Man,Dump,William Bowers,https://pitchfork.com/reviews/albums/2477-a-grown-ass-man/
7.7,June 11 2003,Raw and Rare,The Von Bondies,Brandon Stosuy,https://pitchfork.com/reviews/albums/8490-raw-and-rare/
6.6,June 11 2003,Trinity Neon,Imitation Electric Piano,Dominique Leone,https://pitchfork.com/reviews/albums/4077-trinity-neon/
